timeframe,bars,start,end,initial_capital,final_equity,total_return,cagr,sharpe,sortino,max_drawdown,exposure,n_trades,win_rate,profit_factor,avg_trade,avg_trade_pct,avg_win,avg_loss,payoff_ratio,expectancy_r,best_trade,worst_trade,avg_bars_held,fees_paid,fees_pct_of_capital,calmar,system
4h,3278,2023-12-31 20:00:00+00:00,2025-06-30 00:00:00+00:00,10000.0,13464.129530933906,0.3464129530933906,0.220079757799174,1.9250663701464523,1.6672434791336077,0.07566565410447779,0.5118974984746797,157,0.3630573248407643,1.5904903715391467,22.064519305311357,0.004817179025087387,163.69578277717764,-58.66530087365241,2.7903339851563977,0.19515416656207557,255.84518107916557,-138.67992307014507,10.687898089171975,691.3988000857541,0.06913988000857542,2.9085819769071417,A_rules_only
4h,3278,2023-12-31 20:00:00+00:00,2025-06-30 00:00:00+00:00,10000.0,10020.783807193086,0.002078380719308548,0.0013894430584393547,0.05456559440246224,0.027712616086519124,0.07797744604732759,0.17998779743746188,56,0.32142857142857145,1.0080398638291475,0.3711394141622529,-0.002973479669760384,144.7710131110479,-68.02880075804674,2.1280841569726445,0.009584103078483763,204.64942224046897,-111.516282321142,10.535714285714286,221.73040128183496,0.022173040128183497,0.01781852482826953,B_rules_plus_random_forest
